,index,Ano,País,Tipo,Total Linha
4491,141,2003,Bélgica,capacitacao-professor,0.0
4492,142,2003,Canadá,capacitacao-professor,0.0
4493,143,2003,Chile,capacitacao-professor,0.0
2752,142,2003,Canadá,pos-doc,17.0
6242,152,2003,Itália,pidrh,0.0
5371,151,2003,Irlanda,catedra,0.0
6240,150,2003,França,pidrh,0.0
1017,147,2003,Espanha,Doutorado,160.0
1016,146,2003,Equador,Doutorado,0.0
1015,145,2003,Dinamarca,Doutorado,4.0
1014,144,2003,China,Doutorado,2.0
1013,143,2003,Chile,Doutorado,1.0
1012,142,2003,Canadá,Doutorado,76.0
1011,141,2003,Bélgica,Doutorado,15.0
1010,140,2003,Austrália,Doutorado,39.0
1009,139,2003,Argentina,Doutorado,7.0
1008,138,2003,Alemanha,Doutorado,158.0
1898,158,2003,Países Baixos (Holanda),mestrado,0.0
1897,157,2003,Nova Zelândia (Aotearoa),mestrado,0.0
1896,156,2003,Noruega,mestrado,0.0
1895,155,2003,México,mestrado,0.0
1018,148,2003,Estados Unidos da América,Doutorado,501.0
1894,154,2003,Moçambique,mestrado,0.0
1892,152,2003,Itália,mestrado,0.0
1891,151,2003,Irlanda,mestrado,0.0
1890,150,2003,França,mestrado,0.0
1889,149,2003,Finlândia,mestrado,0.0
1888,148,2003,Estados Unidos da América,mestrado,6.0
1887,147,2003,Espanha,mestrado,0.0
1886,146,2003,Equador,mestrado,0.0
1885,145,2003,Dinamarca,mestrado,0.0
1884,144,2003,China,mestrado,0.0
1883,143,2003,Chile,mestrado,0.0
1882,142,2003,Canadá,mestrado,1.0
1881,141,2003,Bélgica,mestrado,0.0
1880,140,2003,Austrália,mestrado,0.0
1879,139,2003,Argentina,mestrado,0.0
1893,153,2003,Japão,mestrado,0.0
1019,149,2003,Finlândia,Doutorado,2.0
1020,150,2003,França,Doutorado,427.0
1021,151,2003,Irlanda,Doutorado,4.0
157,157,2003,Nova Zelândia (Aotearoa),Graduacao,0.0
156,156,2003,Noruega,Graduacao,0.0
155,155,2003,México,Graduacao,0.0
154,154,2003,Moçambique,Graduacao,0.0
153,153,2003,Japão,Graduacao,0.0
152,152,2003,Itália,Graduacao,0.0
151,151,2003,Irlanda,Graduacao,0.0
150,150,2003,França,Graduacao,34.0
149,149,2003,Finlândia,Graduacao,0.0
148,148,2003,Estados Unidos da América,Graduacao,128.0
147,147,2003,Espanha,Graduacao,0.0
146,146,2003,Equador,Graduacao,0.0
6241,151,2003,Irlanda,pidrh,0.0
1903,163,2003,Uruguai,mestrado,0.0
1902,162,2003,Suíça,mestrado,0.0
1901,161,2003,Suécia,mestrado,0.0
1900,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,mestrado,0.0
1022,152,2003,Itália,Doutorado,61.0
1023,153,2003,Japão,Doutorado,2.0
1024,154,2003,Moçambique,Doutorado,1.0
1025,155,2003,México,Doutorado,4.0
1026,156,2003,Noruega,Doutorado,2.0
1027,157,2003,Nova Zelândia (Aotearoa),Doutorado,7.0
1878,138,2003,Alemanha,mestrado,0.0
1028,158,2003,Países Baixos (Holanda),Doutorado,37.0
1030,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,Doutorado,255.0
1031,161,2003,Suécia,Doutorado,8.0
1032,162,2003,Suíça,Doutorado,17.0
1033,163,2003,Uruguai,Doutorado,1.0
1034,164,2003,Áustria,Doutorado,2.0
1899,159,2003,Portugal,mestrado,0.0
1029,159,2003,Portugal,Doutorado,135.0
158,158,2003,Países Baixos (Holanda),Graduacao,0.0
3644,164,2003,Áustria,articulador-pedagogico,0.0
3642,162,2003,Suíça,articulador-pedagogico,0.0
5360,140,2003,Austrália,catedra,0.0
5359,139,2003,Argentina,catedra,0.0
5358,138,2003,Alemanha,catedra,0.0
7098,138,2003,Alemanha,prof_visitante,0.0
7099,139,2003,Argentina,prof_visitante,0.0
7100,140,2003,Austrália,prof_visitante,0.0
7101,141,2003,Bélgica,prof_visitante,0.0
7102,142,2003,Canadá,prof_visitante,0.0
7103,143,2003,Chile,prof_visitante,0.0
7104,144,2003,China,prof_visitante,0.0
7105,145,2003,Dinamarca,prof_visitante,0.0
7106,146,2003,Equador,prof_visitante,0.0
7107,147,2003,Espanha,prof_visitante,0.0
7108,148,2003,Estados Unidos da América,prof_visitante,0.0
5361,141,2003,Bélgica,catedra,0.0
7109,149,2003,Finlândia,prof_visitante,0.0
7111,151,2003,Irlanda,prof_visitante,0.0
7112,152,2003,Itália,prof_visitante,0.0
7113,153,2003,Japão,prof_visitante,0.0
7114,154,2003,Moçambique,prof_visitante,0.0
7115,155,2003,México,prof_visitante,0.0
7116,156,2003,Noruega,prof_visitante,0.0
7117,157,2003,Nova Zelândia (Aotearoa),prof_visitante,0.0
7118,158,2003,Países Baixos (Holanda),prof_visitante,0.0
7119,159,2003,Portugal,prof_visitante,0.0
7120,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,prof_visitante,0.0
7121,161,2003,Suécia,prof_visitante,0.0
7122,162,2003,Suíça,prof_visitante,0.0
7123,163,2003,Uruguai,prof_visitante,0.0
7124,164,2003,Áustria,prof_visitante,0.0
7110,150,2003,França,prof_visitante,0.0
5362,142,2003,Canadá,catedra,0.0
5363,143,2003,Chile,catedra,0.0
5364,144,2003,China,catedra,0.0
3641,161,2003,Suécia,articulador-pedagogico,0.0
3640,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,articulador-pedagogico,0.0
3639,159,2003,Portugal,articulador-pedagogico,0.0
3638,158,2003,Países Baixos (Holanda),articulador-pedagogico,0.0
3637,157,2003,Nova Zelândia (Aotearoa),articulador-pedagogico,0.0
141,141,2003,Bélgica,Graduacao,0.0
3636,156,2003,Noruega,articulador-pedagogico,0.0
3635,155,2003,México,articulador-pedagogico,0.0
3634,154,2003,Moçambique,articulador-pedagogico,0.0
3633,153,2003,Japão,articulador-pedagogico,0.0
3632,152,2003,Itália,articulador-pedagogico,0.0
3631,151,2003,Irlanda,articulador-pedagogico,0.0
3630,150,2003,França,articulador-pedagogico,0.0
3629,149,2003,Finlândia,articulador-pedagogico,0.0
3628,148,2003,Estados Unidos da América,articulador-pedagogico,0.0
3627,147,2003,Espanha,articulador-pedagogico,0.0
3626,146,2003,Equador,articulador-pedagogico,0.0
5365,145,2003,Dinamarca,catedra,0.0
5366,146,2003,Equador,catedra,0.0
5367,147,2003,Espanha,catedra,0.0
5368,148,2003,Estados Unidos da América,catedra,0.0
5369,149,2003,Finlândia,catedra,0.0
5370,150,2003,França,catedra,0.0
3643,163,2003,Uruguai,articulador-pedagogico,0.0
3618,138,2003,Alemanha,articulador-pedagogico,0.0
3620,140,2003,Austrália,articulador-pedagogico,0.0
3621,141,2003,Bélgica,articulador-pedagogico,0.0
3622,142,2003,Canadá,articulador-pedagogico,0.0
3623,143,2003,Chile,articulador-pedagogico,0.0
3624,144,2003,China,articulador-pedagogico,0.0
3625,145,2003,Dinamarca,articulador-pedagogico,0.0
3619,139,2003,Argentina,articulador-pedagogico,0.0
159,159,2003,Portugal,Graduacao,0.0
145,145,2003,Dinamarca,Graduacao,0.0
161,161,2003,Suécia,Graduacao,0.0
4510,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,capacitacao-professor,0.0
4511,161,2003,Suécia,capacitacao-professor,0.0
4512,162,2003,Suíça,capacitacao-professor,0.0
4513,163,2003,Uruguai,capacitacao-professor,0.0
4514,164,2003,Áustria,capacitacao-professor,0.0
2770,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,pos-doc,33.0
2769,159,2003,Portugal,pos-doc,29.0
2768,158,2003,Países Baixos (Holanda),pos-doc,4.0
2767,157,2003,Nova Zelândia (Aotearoa),pos-doc,3.0
2766,156,2003,Noruega,pos-doc,0.0
4509,159,2003,Portugal,capacitacao-professor,0.0
2765,155,2003,México,pos-doc,1.0
2763,153,2003,Japão,pos-doc,0.0
2762,152,2003,Itália,pos-doc,15.0
2761,151,2003,Irlanda,pos-doc,1.0
2760,150,2003,França,pos-doc,116.0
2759,149,2003,Finlândia,pos-doc,1.0
2758,148,2003,Estados Unidos da América,pos-doc,147.0
2757,147,2003,Espanha,pos-doc,39.0
160,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,Graduacao,0.0
2756,146,2003,Equador,pos-doc,1.0
2755,145,2003,Dinamarca,pos-doc,0.0
2764,154,2003,Moçambique,pos-doc,0.0
2754,144,2003,China,pos-doc,1.0
4508,158,2003,Países Baixos (Holanda),capacitacao-professor,0.0
4506,156,2003,Noruega,capacitacao-professor,0.0
6239,149,2003,Finlândia,pidrh,0.0
6238,148,2003,Estados Unidos da América,pidrh,0.0
6237,147,2003,Espanha,pidrh,0.0
6236,146,2003,Equador,pidrh,0.0
6235,145,2003,Dinamarca,pidrh,0.0
6234,144,2003,China,pidrh,0.0
6233,143,2003,Chile,pidrh,0.0
6232,142,2003,Canadá,pidrh,0.0
6231,141,2003,Bélgica,pidrh,0.0
6230,140,2003,Austrália,pidrh,0.0
4507,157,2003,Nova Zelândia (Aotearoa),capacitacao-professor,0.0
6229,139,2003,Argentina,pidrh,0.0
4496,146,2003,Equador,capacitacao-professor,0.0
4497,147,2003,Espanha,capacitacao-professor,0.0
4498,148,2003,Estados Unidos da América,capacitacao-professor,0.0
4499,149,2003,Finlândia,capacitacao-professor,0.0
4500,150,2003,França,capacitacao-professor,0.0
4501,151,2003,Irlanda,capacitacao-professor,0.0
4502,152,2003,Itália,capacitacao-professor,0.0
4503,153,2003,Japão,capacitacao-professor,0.0
4504,154,2003,Moçambique,capacitacao-professor,0.0
4505,155,2003,México,capacitacao-professor,0.0
6228,138,2003,Alemanha,pidrh,0.0
2753,143,2003,Chile,pos-doc,2.0
142,142,2003,Canadá,Graduacao,0.0
5381,161,2003,Suécia,catedra,0.0
5373,153,2003,Japão,catedra,0.0
5374,154,2003,Moçambique,catedra,0.0
5375,155,2003,México,catedra,0.0
5376,156,2003,Noruega,catedra,0.0
5377,157,2003,Nova Zelândia (Aotearoa),catedra,0.0
1904,164,2003,Áustria,mestrado,0.0
5382,162,2003,Suíça,catedra,0.0
5378,158,2003,Países Baixos (Holanda),catedra,0.0
5379,159,2003,Portugal,catedra,0.0
5380,160,2003,Reino Unido da Grã-Bretanha e Irlanda do Norte,catedra,0.0
5383,163,2003,Uruguai,catedra,0.0
5384,164,2003,Áustria,catedra,0.0
164,164,2003,Áustria,Graduacao,0.0
163,163,2003,Uruguai,Graduacao,0.0
162,162,2003,Suíça,Graduacao,0.0
5372,152,2003,Itália,catedra,0.0
1914,174,2004,Espanha,mestrado,0.0
1913,173,2004,Equador,mestrado,0.0
1915,175,2004,Estados Unidos da América,mestrado,8.0
1918,178,2004,Grécia,mestrado,0.0
1917,177,2004,França,mestrado,0.0
1912,172,2004,Dinamarca,mestrado,0.0
6266,176,2004,Finlândia,pidrh,0.0
6267,177,2004,França,pidrh,0.0
6268,178,2004,Grécia,pidrh,0.0
6269,179,2004,Irlanda,pidrh,0.0
6270,180,2004,Israel,pidrh,0.0
6271,181,2004,Itália,pidrh,0.0
6272,182,2004,Japão,pidrh,0.0
6273,183,2004,Moçambique,pidrh,0.0
6274,184,2004,México,pidrh,0.0
6275,185,2004,Noruega,pidrh,0.0
1916,176,2004,Finlândia,mestrado,0.0
1911,171,2004,Chile,mestrado,0.0
1930,190,2004,Suécia,mestrado,0.0
1909,169,2004,Canadá,mestrado,0.0
165,165,2004,Alemanha,Graduacao,119.0
166,166,2004,Argentina,Graduacao,0.0
167,167,2004,Austrália,Graduacao,0.0
168,168,2004,Bélgica,Graduacao,0.0
169,169,2004,Canadá,Graduacao,0.0
170,170,2004,"Checa, República",Graduacao,0.0
171,171,2004,Chile,Graduacao,0.0
172,172,2004,Dinamarca,Graduacao,0.0
173,173,2004,Equador,Graduacao,0.0
6255,165,2004,Alemanha,pidrh,0.0
6256,166,2004,Argentina,pidrh,0.0
6257,167,2004,Austrália,pidrh,0.0
6258,168,2004,Bélgica,pidrh,0.0
6259,169,2004,Canadá,pidrh,0.0
6260,170,2004,"Checa, República",pidrh,0.0
6261,171,2004,Chile,pidrh,0.0
6262,172,2004,Dinamarca,pidrh,0.0
6263,173,2004,Equador,pidrh,0.0
6264,174,2004,Espanha,pidrh,0.0
6265,175,2004,Estados Unidos da América,pidrh,0.0
1905,165,2004,Alemanha,mestrado,0.0
1906,166,2004,Argentina,mestrado,2.0
1907,167,2004,Austrália,mestrado,0.0
6276,186,2004,Nova Zelândia (Aotearoa),pidrh,0.0
1908,168,2004,Bélgica,mestrado,0.0
1910,170,2004,"Checa, República",mestrado,0.0
6277,187,2004,Países Baixos (Holanda),pidrh,0.0
6284,194,2004,Áustria,pidrh,0.0
6279,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,pidrh,0.0
2791,181,2004,Itália,pos-doc,13.0
2790,180,2004,Israel,pos-doc,1.0
2789,179,2004,Irlanda,pos-doc,2.0
2788,178,2004,Grécia,pos-doc,0.0
2787,177,2004,França,pos-doc,140.0
2786,176,2004,Finlândia,pos-doc,1.0
2785,175,2004,Estados Unidos da América,pos-doc,145.0
2784,174,2004,Espanha,pos-doc,54.0
2783,173,2004,Equador,pos-doc,2.0
2782,172,2004,Dinamarca,pos-doc,1.0
2792,182,2004,Japão,pos-doc,2.0
2781,171,2004,Chile,pos-doc,2.0
2779,169,2004,Canadá,pos-doc,28.0
2778,168,2004,Bélgica,pos-doc,5.0
2777,167,2004,Austrália,pos-doc,10.0
2776,166,2004,Argentina,pos-doc,6.0
2775,165,2004,Alemanha,pos-doc,26.0
1928,188,2004,Portugal,mestrado,0.0
1934,194,2004,Áustria,mestrado,0.0
1933,193,2004,África do Sul,mestrado,0.0
1932,192,2004,Uruguai,mestrado,0.0
1931,191,2004,Suíça,mestrado,0.0
2780,170,2004,"Checa, República",pos-doc,1.0
6278,188,2004,Portugal,pidrh,0.0
2793,183,2004,Moçambique,pos-doc,0.0
2795,185,2004,Noruega,pos-doc,1.0
6280,190,2004,Suécia,pidrh,0.0
6281,191,2004,Suíça,pidrh,0.0
6282,192,2004,Uruguai,pidrh,0.0
6283,193,2004,África do Sul,pidrh,0.0
1929,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,mestrado,0.0
1919,179,2004,Irlanda,mestrado,0.0
1920,180,2004,Israel,mestrado,0.0
1921,181,2004,Itália,mestrado,0.0
1922,182,2004,Japão,mestrado,0.0
1923,183,2004,Moçambique,mestrado,0.0
2794,184,2004,México,pos-doc,2.0
1924,184,2004,México,mestrado,0.0
1926,186,2004,Nova Zelândia (Aotearoa),mestrado,0.0
1927,187,2004,Países Baixos (Holanda),mestrado,0.0
2804,194,2004,Áustria,pos-doc,2.0
2803,193,2004,África do Sul,pos-doc,0.0
2802,192,2004,Uruguai,pos-doc,0.0
2801,191,2004,Suíça,pos-doc,0.0
2800,190,2004,Suécia,pos-doc,0.0
2799,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,pos-doc,43.0
2798,188,2004,Portugal,pos-doc,41.0
2796,186,2004,Nova Zelândia (Aotearoa),pos-doc,2.0
1925,185,2004,Noruega,mestrado,0.0
2797,187,2004,Países Baixos (Holanda),pos-doc,5.0
5412,192,2004,Uruguai,catedra,0.0
174,174,2004,Espanha,Graduacao,0.0
1053,183,2004,Moçambique,Doutorado,1.0
1052,182,2004,Japão,Doutorado,1.0
1051,181,2004,Itália,Doutorado,57.0
1050,180,2004,Israel,Doutorado,1.0
1049,179,2004,Irlanda,Doutorado,3.0
1048,178,2004,Grécia,Doutorado,1.0
1047,177,2004,França,Doutorado,417.0
1046,176,2004,Finlândia,Doutorado,0.0
1045,175,2004,Estados Unidos da América,Doutorado,465.0
1044,174,2004,Espanha,Doutorado,169.0
1043,173,2004,Equador,Doutorado,3.0
1042,172,2004,Dinamarca,Doutorado,6.0
1041,171,2004,Chile,Doutorado,3.0
1040,170,2004,"Checa, República",Doutorado,0.0
1039,169,2004,Canadá,Doutorado,86.0
1038,168,2004,Bélgica,Doutorado,17.0
1037,167,2004,Austrália,Doutorado,43.0
1036,166,2004,Argentina,Doutorado,14.0
1035,165,2004,Alemanha,Doutorado,200.0
5391,171,2004,Chile,catedra,0.0
5390,170,2004,"Checa, República",catedra,0.0
5389,169,2004,Canadá,catedra,0.0
5388,168,2004,Bélgica,catedra,0.0
5387,167,2004,Austrália,catedra,0.0
5386,166,2004,Argentina,catedra,0.0
1054,184,2004,México,Doutorado,7.0
1055,185,2004,Noruega,Doutorado,1.0
1056,186,2004,Nova Zelândia (Aotearoa),Doutorado,7.0
1057,187,2004,Países Baixos (Holanda),Doutorado,31.0
4521,171,2004,Chile,capacitacao-professor,0.0
4520,170,2004,"Checa, República",capacitacao-professor,0.0
4519,169,2004,Canadá,capacitacao-professor,0.0
4518,168,2004,Bélgica,capacitacao-professor,0.0
5405,185,2004,Noruega,catedra,0.0
5404,184,2004,México,catedra,0.0
5403,183,2004,Moçambique,catedra,0.0
5402,182,2004,Japão,catedra,0.0
5401,181,2004,Itália,catedra,0.0
5400,180,2004,Israel,catedra,0.0
5399,179,2004,Irlanda,catedra,0.0
5398,178,2004,Grécia,catedra,0.0
5385,165,2004,Alemanha,catedra,0.0
5397,177,2004,França,catedra,0.0
5395,175,2004,Estados Unidos da América,catedra,0.0
5394,174,2004,Espanha,catedra,0.0
5393,173,2004,Equador,catedra,0.0
5392,172,2004,Dinamarca,catedra,0.0
3668,188,2004,Portugal,articulador-pedagogico,0.0
1064,194,2004,Áustria,Doutorado,4.0
1063,193,2004,África do Sul,Doutorado,1.0
1062,192,2004,Uruguai,Doutorado,1.0
1061,191,2004,Suíça,Doutorado,13.0
1060,190,2004,Suécia,Doutorado,9.0
1059,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,Doutorado,236.0
1058,188,2004,Portugal,Doutorado,155.0
5396,176,2004,Finlândia,catedra,0.0
7125,165,2004,Alemanha,prof_visitante,0.0
7126,166,2004,Argentina,prof_visitante,0.0
7127,167,2004,Austrália,prof_visitante,0.0
3672,192,2004,Uruguai,articulador-pedagogico,0.0
3671,191,2004,Suíça,articulador-pedagogico,0.0
3670,190,2004,Suécia,articulador-pedagogico,0.0
3645,165,2004,Alemanha,articulador-pedagogico,0.0
3646,166,2004,Argentina,articulador-pedagogico,0.0
3647,167,2004,Austrália,articulador-pedagogico,0.0
3648,168,2004,Bélgica,articulador-pedagogico,0.0
3649,169,2004,Canadá,articulador-pedagogico,0.0
3650,170,2004,"Checa, República",articulador-pedagogico,0.0
3651,171,2004,Chile,articulador-pedagogico,0.0
3652,172,2004,Dinamarca,articulador-pedagogico,0.0
3653,173,2004,Equador,articulador-pedagogico,0.0
3673,193,2004,África do Sul,articulador-pedagogico,0.0
3654,174,2004,Espanha,articulador-pedagogico,0.0
3656,176,2004,Finlândia,articulador-pedagogico,0.0
3657,177,2004,França,articulador-pedagogico,0.0
3658,178,2004,Grécia,articulador-pedagogico,0.0
3659,179,2004,Irlanda,articulador-pedagogico,0.0
3660,180,2004,Israel,articulador-pedagogico,0.0
3661,181,2004,Itália,articulador-pedagogico,0.0
3662,182,2004,Japão,articulador-pedagogico,0.0
3663,183,2004,Moçambique,articulador-pedagogico,0.0
3664,184,2004,México,articulador-pedagogico,0.0
3665,185,2004,Noruega,articulador-pedagogico,0.0
3666,186,2004,Nova Zelândia (Aotearoa),articulador-pedagogico,0.0
3667,187,2004,Países Baixos (Holanda),articulador-pedagogico,0.0
3655,175,2004,Estados Unidos da América,articulador-pedagogico,0.0
4522,172,2004,Dinamarca,capacitacao-professor,0.0
3674,194,2004,Áustria,articulador-pedagogico,0.0
7154,194,2004,Áustria,prof_visitante,0.0
7128,168,2004,Bélgica,prof_visitante,0.0
7129,169,2004,Canadá,prof_visitante,0.0
7130,170,2004,"Checa, República",prof_visitante,0.0
7131,171,2004,Chile,prof_visitante,0.0
7132,172,2004,Dinamarca,prof_visitante,0.0
7133,173,2004,Equador,prof_visitante,0.0
7134,174,2004,Espanha,prof_visitante,0.0
7135,175,2004,Estados Unidos da América,prof_visitante,0.0
7136,176,2004,Finlândia,prof_visitante,0.0
7137,177,2004,França,prof_visitante,0.0
7138,178,2004,Grécia,prof_visitante,0.0
7139,179,2004,Irlanda,prof_visitante,0.0
5413,193,2004,África do Sul,catedra,0.0
7140,180,2004,Israel,prof_visitante,0.0
7142,182,2004,Japão,prof_visitante,0.0
7143,183,2004,Moçambique,prof_visitante,0.0
7144,184,2004,México,prof_visitante,0.0
7145,185,2004,Noruega,prof_visitante,0.0
7146,186,2004,Nova Zelândia (Aotearoa),prof_visitante,0.0
7147,187,2004,Países Baixos (Holanda),prof_visitante,0.0
7148,188,2004,Portugal,prof_visitante,0.0
7149,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,prof_visitante,0.0
7150,190,2004,Suécia,prof_visitante,0.0
7151,191,2004,Suíça,prof_visitante,0.0
7152,192,2004,Uruguai,prof_visitante,0.0
7153,193,2004,África do Sul,prof_visitante,0.0
7141,181,2004,Itália,prof_visitante,0.0
4523,173,2004,Equador,capacitacao-professor,0.0
3669,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,articulador-pedagogico,0.0
4525,175,2004,Estados Unidos da América,capacitacao-professor,0.0
4544,194,2004,Áustria,capacitacao-professor,0.0
5406,186,2004,Nova Zelândia (Aotearoa),catedra,0.0
5407,187,2004,Países Baixos (Holanda),catedra,0.0
5408,188,2004,Portugal,catedra,0.0
5409,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,catedra,0.0
5410,190,2004,Suécia,catedra,0.0
5411,191,2004,Suíça,catedra,0.0
4517,167,2004,Austrália,capacitacao-professor,0.0
4516,166,2004,Argentina,capacitacao-professor,0.0
4515,165,2004,Alemanha,capacitacao-professor,0.0
183,183,2004,Moçambique,Graduacao,0.0
185,185,2004,Noruega,Graduacao,0.0
5414,194,2004,Áustria,catedra,0.0
194,194,2004,Áustria,Graduacao,0.0
193,193,2004,África do Sul,Graduacao,0.0
192,192,2004,Uruguai,Graduacao,0.0
191,191,2004,Suíça,Graduacao,0.0
190,190,2004,Suécia,Graduacao,0.0
189,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,Graduacao,0.0
188,188,2004,Portugal,Graduacao,0.0
187,187,2004,Países Baixos (Holanda),Graduacao,0.0
186,186,2004,Nova Zelândia (Aotearoa),Graduacao,0.0
4524,174,2004,Espanha,capacitacao-professor,0.0
182,182,2004,Japão,Graduacao,0.0
184,184,2004,México,Graduacao,0.0
180,180,2004,Israel,Graduacao,0.0
4536,186,2004,Nova Zelândia (Aotearoa),capacitacao-professor,0.0
4537,187,2004,Países Baixos (Holanda),capacitacao-professor,0.0
181,181,2004,Itália,Graduacao,0.0
4538,188,2004,Portugal,capacitacao-professor,0.0
4539,189,2004,Reino Unido da Grã-Bretanha e Irlanda do Norte,capacitacao-professor,0.0
4540,190,2004,Suécia,capacitacao-professor,0.0
4541,191,2004,Suíça,capacitacao-professor,0.0
4542,192,2004,Uruguai,capacitacao-professor,0.0
175,175,2004,Estados Unidos da América,Graduacao,196.0
176,176,2004,Finlândia,Graduacao,0.0
177,177,2004,França,Graduacao,107.0
4535,185,2004,Noruega,capacitacao-professor,0.0
4543,193,2004,África do Sul,capacitacao-professor,0.0
4534,184,2004,México,capacitacao-professor,0.0
4533,183,2004,Moçambique,capacitacao-professor,0.0
4532,182,2004,Japão,capacitacao-professor,0.0
4531,181,2004,Itália,capacitacao-professor,0.0
4530,180,2004,Israel,capacitacao-professor,0.0
178,178,2004,Grécia,Graduacao,0.0
4529,179,2004,Irlanda,capacitacao-professor,0.0
4528,178,2004,Grécia,capacitacao-professor,0.0
179,179,2004,Irlanda,Graduacao,0.0
4526,176,2004,Finlândia,capacitacao-professor,0.0
4527,177,2004,França,capacitacao-professor,0.0
3701,221,2005,Reino Unido da Grã-Bretanha e Irlanda do Norte,articulador-pedagogico,0.0
3700,220,2005,Portugal,articulador-pedagogico,0.0
3699,219,2005,Porto Rico,articulador-pedagogico,0.0
3696,216,2005,Nova Zelândia (Aotearoa),articulador-pedagogico,0.0
3697,217,2005,Países Baixos (Holanda),articulador-pedagogico,0.0
3694,214,2005,México,articulador-pedagogico,0.0
3695,215,2005,Noruega,articulador-pedagogico,0.0
3702,222,2005,Rússia,articulador-pedagogico,0.0
3698,218,2005,Polónia,articulador-pedagogico,0.0
2816,206,2005,Finlândia,pos-doc,0.0
2806,196,2005,Argentina,pos-doc,7.0
2814,204,2005,Espanha,pos-doc,75.0
2813,203,2005,Eslovénia,pos-doc,0.0
2812,202,2005,Equador,pos-doc,2.0
2811,201,2005,Dinamarca,pos-doc,3.0
2810,200,2005,Chile,pos-doc,2.0
2809,199,2005,Canadá,pos-doc,37.0
2808,198,2005,Bélgica,pos-doc,5.0
2807,197,2005,Austrália,pos-doc,13.0
3693,213,2005,Japão,articulador-pedagogico,0.0
2805,195,2005,Alemanha,pos-doc,33.0
5415,195,2005,Alemanha,catedra,0.0
2815,205,2005,Estados Unidos da América,pos-doc,159.0
3692,212,2005,Itália,articulador-pedagogico,0.0
3686,206,2005,Finlândia,articulador-pedagogico,0.0
3690,210,2005,Irlanda,articulador-pedagogico,0.0
2823,213,2005,Japão,pos-doc,2.0
2838,228,2005,Áustria,pos-doc,5.0
2837,227,2005,África do Sul,pos-doc,0.0
2836,226,2005,Venezuela,pos-doc,0.0
2835,225,2005,Uruguai,pos-doc,0.0
2834,224,2005,Suíça,pos-doc,2.0
2822,212,2005,Itália,pos-doc,20.0
2833,223,2005,Suécia,pos-doc,4.0
2831,221,2005,Reino Unido da Grã-Bretanha e Irlanda do Norte,pos-doc,42.0
2830,220,2005,Portugal,pos-doc,63.0
2829,219,2005,Porto Rico,pos-doc,0.0
2828,218,2005,Polónia,pos-doc,0.0
2827,217,2005,Países Baixos (Holanda),pos-doc,10.0
2826,216,2005,Nova Zelândia (Aotearoa),pos-doc,2.0
2832,222,2005,Rússia,pos-doc,0.0
2821,211,2005,Israel,pos-doc,2.0
2820,210,2005,Irlanda,pos-doc,1.0
2818,208,2005,Grécia,pos-doc,1.0
2817,207,2005,França,pos-doc,145.0
3689,209,2005,Hungria,articulador-pedagogico,0.0
3688,208,2005,Grécia,articulador-pedagogico,0.0
3687,207,2005,França,articulador-pedagogico,0.0
3685,205,2005,Estados Unidos da América,articulador-pedagogico,0.0
3684,204,2005,Espanha,articulador-pedagogico,0.0
3683,203,2005,Eslovénia,articulador-pedagogico,0.0
3682,202,2005,Equador,articulador-pedagogico,0.0
3681,201,2005,Dinamarca,articulador-pedagogico,0.0
3680,200,2005,Chile,articulador-pedagogico,0.0
3679,199,2005,Canadá,articulador-pedagogico,0.0
3678,198,2005,Bélgica,articulador-pedagogico,0.0
3677,197,2005,Austrália,articulador-pedagogico,0.0
3676,196,2005,Argentina,articulador-pedagogico,0.0
3675,195,2005,Alemanha,articulador-pedagogico,0.0
3691,211,2005,Israel,articulador-pedagogico,0.0
2819,209,2005,Hungria,pos-doc,1.0
3706,226,2005,Venezuela,articulador-pedagogico,0.0
5417,197,2005,Austrália,catedra,0.0
1949,209,2005,Hungria,mestrado,0.0
1948,208,2005,Grécia,mestrado,0.0
5448,228,2005,Áustria,catedra,0.0
5447,227,2005,África do Sul,catedra,0.0
5446,226,2005,Venezuela,catedra,0.0
5445,225,2005,Uruguai,catedra,0.0
1950,210,2005,Irlanda,mestrado,0.0
5444,224,2005,Suíça,catedra,0.0
5442,222,2005,Rússia,catedra,0.0
5441,221,2005,Reino Unido da Grã-Bretanha e Irlanda do Norte,catedra,0.0
5440,220,2005,Portugal,catedra,0.0
5439,219,2005,Porto Rico,catedra,0.0
5438,218,2005,Polónia,catedra,0.0
